category,title,short_decs,rating,student_num,points,creator,language,last_update,price,duration,long_desc,url
Development > Web Development,Créer une application FullStack avec Angular 10 et Strapi,Développez une application utilisant votre webcam,5.0,26 students,1,Code Concept formations Mongo  Express  Angular  Node  React  Vue,French,Last updated 4/2021,$14.99,3.5 hours on-demand video,"De nombreuses applications professionnelles nécessitent d'. aller au-delà du simple upload d'images. lorsqu'il est nécessaire d'associer une photo a un utilisateur. En effet, pouvoir. prendre une photo depuis la caméra d'un device. permet immédiatement :. - d'. alimenter un trombinoscope. lors de l'arrivée d'un nouvel employé dans une entreprise. - de. créer une carte de membre. ou une carte d'abonnement dans le contexte d'une inscription à une salle de sport. Bref,. pouvoir contrôler une webcam depuis une application est un vrai plus. dans le cas d'applications nécessitant de pouvoir reconnaître un utilisateur. C'est ce que nous allons apprendre dans cette formation.. Prendre des photos est intéressant. Pouvoir les stocker sur un backend, l'est davantage. C'est ce que nous allons faire en recourant au. headless CMS qui monte : Strapi. .. Cette formation va vous permettre :. - de. pratiquer vos compétences Angular. (en Angular 10). - d'apprendre à. bénéficier rapidement d'un backend grâce à Strapi. - de voir (ou revoir) la. création de formulaires. - d. 'améliorer l'ergonomie de votre application. en affichant un spinner lors de l'upload d'une photo et du POST d'un formulaire. Et tout cela, par la pratique, ce qui reste le meilleur moyen de prendre en main Angular et Strapi et surtout, de les faire collaborer.. Bienvenue dans cette. formation FullStack avec Angular 10 en Front et Strapi en Back !",https://www.udemy.com/course/creer-une-application-fullstack-avec-angular-10-et-strapi/
Development > Web Development,Sayt yığmağın praktik dərsliyi (Azərbaycan dilində),Bootstrap Resume nümunəsini yığırıq,5.0,5 students,1,AyTi Qaqaş,Azeri,Last updated 6/2022,$24.99,4.5 hours on-demand video,"Salam, Hörmətli izləyici.. Kurs veb proqramlaşdırmaya yeni başlayanlara çox faydalı olacaq. Siz əgər portfolio qurmaq istəyirsinizsə və nədən necə başlayım sualları yaranırsa, kursu əminliklə götürə bilərsiniz. Əslində kurs heç bir plan üzərində qurulmayıb və tam praktik şəkildə hazırlanır. Resume saytı yığmaqla biz Laravel çərçivəsinin imkanları ilə tanış oluruq. Kurs zamanı proyekti sadə formatdan başlayıb, sonra daha da mükəmməl vəziyətə gətiririk.. Saytın frontendi üçün hazır bootstrap nümunəsini istifadə edirik. Həmin nümunəni Laravelə köçürdürük. Sonra artıq saytın backendini necə qurmağımızı fikirləşərək reallaşdırmağa başlayırıq. Kurs sadədir deyə biz burada admin paneli özümüz yazmadan Voyagerdən istifadə edirik. Voyagerin imkanlarını da öyrənmiş olacaqsınız.. Voyager - Laravel. çərçivəsi üçün nəzərdə tutulmuş paketdir, hazır admin panel təqdim edir. Voyagerin sahəsində saytın dinamikliyini təmin edə bilirik. Menyularımız admin paneldə idarə olunur artıq, kontentimizi də yavaş-yavaş verilənlər bazasına keçirib, ordan əldə edəcəyik. Gələcəkdə tərcüməni də əlavə edərik. Saytımız bir neçə dildə fəaliyət göstərsin.. Yəgin fikir verdiniz elədiyimiz və edəcəyimizdən danışdım. Buna səbəb kursun hələ tam hazır olmayışıdır. Kurs yenilənməkdədir və davamlı olaraq yeni dərslər əlavə olunacaq. Hətta sizin suallarınıza əsasən də video izahların əlavə edilməsini planlaşdırmışıq. Ona görə çəkinmədən suallarınızı soruşun və kursun daha da effektiv olmasına dəstək olun. Maraqlı ideya və təkliflərinizi də irəli sürə bilərsiniz.. Saytımızın kompyuterimizdə işləməsi üçün biz öz kompyuterimizdə server yaratmalıyıq. Müxtəlif paketlər və proqramlar var ki, bizə local serveri qursun. Mən adətən laravelin təqdim etdiyi Homesteaddən istifadə edirdim. Nəzərə aldım ki, çoxluq XAMPP istifadə edir, ona görə hələlik kurs üçün. XAMPP. istifadə edirəm. XAMPP instalyasiya və konfiqurasiyanı kursum lap əvvəlində sizə təqdim edirəm. Biz ip adreslə sayta müraciət etməmək üçün, domenimizi hosta əlavə edib, domenlə sayta daxil oluruq. Saytı tam qurub bitirdikdən sonra hostingerə əlavə etmək də kursda olacaq.. Yəni siz sıfırdan saytı yığıb internetə necə yerləşdirmək lazımdır oyrənəcəksiz. .. Diqqətinizə görə təşəkkür edirəm.",https://www.udemy.com/course/aytiqaqashvebdevbeginer/
Development > Web Development,Crie Fácil seu Site com CMS Drupal 9,Criação de Site com um Gerenciador de Conteúdos sem ter que programar.,4.5,2 students,1,Ricardo Rodrigues,Portuguese,Last updated 7/2022,$14.99,2 hours on-demand video,"Este é um curso voltado a estudantes de tecnologias, faculdades, cursos profissionalizantes de informática e interessados em Desenvolvimento WEB, Criação de Sites, Blogs, E-commerce e aqueles que pretendem conhecer A criação de Aplicações WEB.. Utilizando uma metodologia simples, clara e objetiva, o curso traz video-aulas de curta duração e conteúdos essenciais sobre Criação de Web Sites utilizando um CMS (Gerenciador de Conteúdos) Drupal 9, um dos mais utilizados no mundo, o que ajudará bastante no aprendizado do aluno pois permite criar sites sem utilizar nenhuma linha de códigos.. São 18 video-aulas, divididos em 9 Seções para facilitar o aprendizado. Todo esse conteúdo preparado com muito cuidado para que o você aluno tenha sucesso no seu processo de aprendizagem durante a execução do curso.. As vídeo-aulas foram criadas com curta duração. Portanto, as aulas se tornam menos cansativas e isso ajuda também no entendimento do conteúdo podendo facilmente serem assistidos várias vezes.. Temos no curso criação de conteúdos de vários tipos como, conteúdos do tipo Artigos que são as notícias que ficam no centro do Site, conteúdos do tipo Página Básica que normalmente chamamos de “Quem Somos”. Conteúdos de mídias como Galeria de Imagens e Galeria de Vídeos, entre outros.. Tenho certeza absoluta que você aluno, ao final desse curso, estará preparado para criar seus próprios sites com qualidade, bem organizados e estruturados. Conte sempre com a ajuda do seu professor enviando perguntas ou dúvidas. Será sempre um grande prazer poder ajudá-los e orientá-los nessa nova caminhada.. Bons estudos e muito sucesso!. Atenciosamente,. Professor Ricardo Rodrigues",https://www.udemy.com/course/crie-facil-seu-site-com-cms-drupal-9/
Development > Web Development,Elm - La guía completa para crear sitios web modernos,Aprende como hacer que el Internet cobre vida creando tus propios sitios web,,,,Carlos Saltos,Spanish,Last updated 4/2022,,,"Crea sitios web profesionales utilizando este nuevo tutorial de Internet, únete a nosotros y aprende a desarrollar aplicaciones web funcionales con buen contenido visual tanto como para tu blog personal como para las aplicaciones web de tu empresa o tu nueva startup.. La clase es práctica con videos que puedes seguir a tu propio ritmo, el código de referencia está en GitHub para cada paso de la clase. Opcionalmente puedes saltar a la última clase de cada sección para obtener el código completo y avanzar más rápido si lo consideras adecuado.. Vamos a aprender cómo:. El profesor tiene una amplia experiencia en batallas reales haciendo sistemas distribuidos, incluyendo APIs HTTP JSON, APIs Thrift, bases de datos, cloud, aplicaciones móviles y web.. Ven y únete a nosotros para aprender juntos Elm, una de las piezas más valiosas para crear sitios web profesionales de éxito hoy en día.",https://www.udemy.com/course/crear-sitios-web/
Development > Web Development > WordPress,WordPress Mastery Course in Hindi - Complete Guide,Know All About Website Development in Detail,5.0,9 students,1,OK Ravi,Hindi,Last updated 4/2021,$14.99,16.5 hours on-demand video,"All of us want to. make money online. and always look for a. passive source of income. . Well, this is really cool. We can utilize your free time to do some magic with your laptop.. Learning WordPress. for designing an awesome responsive website for yours and your client needs is one of the good reason to. kick start your blogging career. .. As a. professional blogger. , my primary motive is to teach you. how to blog properly with WordPress. that converts to money and turns out as a passive source of income for you.. o. start with WordPress no coding skills are required. . You can create an. amazing website within minutes. , Whether it an. E-Commerce Website, Blogs, Business website, Job Portals, Downloading website. , or any other website.. We have covered all the aspects of. WordPress Web Development. in this course to teach your developing all types of websites in WordPress with a very small investment based on clients need.. We also have a. VPS hosting offer. for our course participants to get them rid of high investment and the burden of extra expense.. WordPress Mastery Course Brief Summary. Here we are giving you an insight into what are we going to cover in this course.",https://www.udemy.com/course/wordpress-mastery-course/
Development > Web Development,Créer un application de Flash Cards avec Angular et NestJS,Formation FullStack TypeScript,3.9,19 students,3,Code Concept formations Mongo  Express  Angular  Node  React  Vue,French,Last updated 5/2021,$14.99,2 hours on-demand video,"NestJS permet de créer des API REST bien architecturée. s grâce aux choix très marqués faits par l'auteur de cette plateforme. Nest ayant dépassé les. 35000 étoiles sur Github. et commençant à apparaître sur les. offres d'emploi francophones. , il est temps de monter en compétences sur cette plateforme.. Bien que Nest puisse être utilisé avec n'importe quel client, cette formation utilisera un. client Angular. . En effet, développeuses et développeurs Angular se sentiront très rapidement comme à la maison grâce aux modules, decorators, providers et autres bénéfices apportés par TypeScript auxquels ils sont habitués avec Angular.. Angular et NestJS utilisés conjointement permettent de créer des applications. FullStack TypeScript. sans perdre de temps en configurations complexes.. Dans cette formation résolument pratique, nous allons créer une. application de Flash Cards. qui permettra de :. - créer un. backend NestJS. - gérer les problème de. CORS. - créer ses propres. module. ,. controler. et. service NestJS. - créer un client. Angular 9. - consommer depuis le client Angular 9 l'. API REST. du serveur NestJS. - créer un. service Angular. - concevoir et implémenter des. fonctionnalités proches du terrain. - utiliser une. animation CSS. dans un client Angular. - etc.... Seule la pratique régulière permet de progresser en programmation. Ce projet concret mais humainement faisable en quelques soirées ou un jour de week-end vous permettra de continuer à pratiquer votre art de la programmation.",https://www.udemy.com/course/creer-un-application-de-flash-cards-avec-angular-et-nestjs/
Development > Web Development,JSF & BOOTSTRAP FULL WEB BLOG APP,Java Destekli JSF (Java Server Faces) ve Bootsrap ile Full Web Blog Uygulaması Geliştirin. Bir Adım Önde Olun.,,,,İsmail Fedakar,Turkish,Last updated 10/2020,,,Hazır bir tema üzerinden hızlı bir şekilde JSF framework (Java Server Faces) kullanarak Full Web Blog Uygulaması geliştireceğiz. Bu eğitimde Jsf (Java Server Faces) ile web projesi geliştirmenin aslında ne kadar kolay olduğunu öğreneceksiniz. Bu eğitimin ardından artık sizde Java destekli Jsf framework ile istediğiniz bütün kurumsal web uygulamalarını rahatlıkla geliştirebileceksiniz. Öğrenci Önce Resimler Üzerinden Aydınlatıldı. Ardından Kodlama Yapılarak Bilgiler Pekiştirildi. . Artık sizde Javanın Sihirli Dünyasında Uçmaya Hazırsınız.,https://www.udemy.com/course/jsf-bootstrap-full-web-blog-app/
IT & Software > Other IT & Software > Web Development,Desenvolvimento Web para Asterisk,Programação em PhP para  Servidor Asterisk,5.0,32 students,5,Marcos Paulo de Oliveira,Portuguese,Last updated 6/2022,$14.99,13.5 hours on-demand video,"Nesse curso voce irá aprender como instalar a pilha L.A.M.P.A (Linux, Apache, MySQL, PhP e Asterisk);. Irá aprender a como parametrizar o servidor com as técnologias de desenvolvimento web mais usadas no mercado, bem como desenvolver uma aplicação para criar o seu próprio servidor de telefonia.. Aprenderá a efetuar a instalação do Centos 9 , fazer a instalação do banco de dados MySQL, do servidor Apache com. PhP 8.. Após a instalçao da pilha lamp, será feito a instalação do Asterisk. O Asterisk estará integrado com o banco de dados MySQL , onde fará a escrita do registro das chamadas executadas pelos ramais do servidor bem como das chamadas recebidas .. Com essa integração em produção , partiremos para o processo de importar os arquivos do codigo fonte do sistema PhP. Nesse curso faremos o asterisk ler e escrever dados no servidor Mysql, com isso a nossa aplicação em PhP ser criada para cadastrar ramais , editar ramais  e deletar os ramais . Dar permição para os tipos de chamadas de cada ramal telefonico.. Criar o roteamento interno dos contextos dos ramais , bem como dos cotextos para o tipo de chamada externa a ser executada.. Sera usado o framework frontend bootstrap para uma melhor apresentação e um melhor recurso visual na interface  do sistema.",https://www.udemy.com/course/desenvolvimento-web-para-asterisk/
Development > Web Development,Power Tips de JavaScript y TypeScript,Aprende solo lo que necesitas para ser un Pro de JavaScript,4.9,17 students,5,Eduardo Ibarra,Spanish,Last updated 7/2021,$14.99,2.5 hours on-demand video,"En este curso aprenderás solo aquello que necesitas para convertirte en un desarrollador PRO de JavaScript. A través de clases sumamente concisas y unitarias, comprenderás conceptos y adquirirás habilidades que te permitirán mejorar enormemente tus capacidades en el lenguaje.. A qué me refiero con clases unitarias? A que son clases que no dependen de ninguna otra clase, contienen lo necesario para que entiendas el concepto de inicio a fin, y como resultado, puedes seguir este curso en cualquier orden, incluso viendo videos al azar.. Ya sea que estés utilizando JavaScript para hacer desarrollo web con frameworks como Angular, React, Vue (incluso Vainilla JS), o viéndolo del lado del servidor (NodeJS), a nivel de base de datos (Mongo DB) o incluso desarrollando un videojuego o controlando un dron, este curso te servirá, ya que las técnicas mostradas aplican en todos lados!. Estos power tips te permitirán entender JavaScript a otro nivel, dándote las herramientas que intuitivamente irás encadenando para obtener excelentes resultados un tu desarrollo del día a día.. Todo esto y más, en videos sumamente concisos y concentrados, que en su gran mayoría son prácticos, con hands on en el código, donde implemento los conocimientos que he recopilado en 10 años trabajando como web developer.",https://www.udemy.com/course/power-tips-de-javascript-y-typescript/
Development > Web Development > NFT (Non-Fungible Tokens),Crie seu App p/ NFTs com React.js OpenSea e ThirdWeb,Use React JS para construir o Front-End do seu Mercado de NFTs,4.0,22 students,5,Henrique A. Faustino,Portuguese,Last updated 7/2022,$14.99,3 hours on-demand video,"Através de React Js criamos Aplicação Web com ThirdWeb, Opensea Api e carteira Metamask. Tecnologias Usadas:. Thirdweb. Ferramenta para a criação de aplicativos web3 de maneira automatizada. Implementação de recursos web3 para desenvolvedores. Geração de  NFTs sem código. — Ethereum, Polygon, Avalanche e muito mais.. Opensea. Um mercado livre de taxas para NFTs no Polygon. Criação, compra, venda e leilão de NFTs na blockchain Polygon sem pagar nenhuma taxa de gás.. Metamask. MetaMask é uma carteira de criptomoeda de software usada para interagir com o blockchain Ethereum. Ele permite que os usuários acessem sua carteira Ethereum por meio de uma extensão do navegador ou aplicativo móvel, que pode então ser usado para interagir com aplicativos. A carteira permitirá que o usuário pague o gás e o preço de venda para mintar uma NFT de nossa coleção no ThirdWeb. Presumimos que você já tenha a extensão de carteira Metamask instalada em seu navegador. Se você fizer isso, o Metamask injeta um objeto ethereum no objeto de janela global do seu navegador. Estaremos acessando window.ethereum para executar a maior parte de nossa funcionalidade pelo ThirdWeb. Há muitos benefícios na utilização dos NFTs. Mas aqui vamos destacar a oportunidade de fazer contato de negócios com diversas pessoas do mundo inteiro, já que as vendas são feitas totalmente online.. Além disso, outro benefício é que o ativo digital é uma peça única e, por isso, pode se valorizar ainda mais com o passar dos anos.",https://www.udemy.com/course/crie-seu-app-p-nfts-com-reactjs-opensea-e-thirdweb/
Development > Web Development,Верстка и создание веб сайтов 2022 - Продвинутый уровень!,"Этот курс сделает вас настоящим ""PRO"" верстальщиком сайтов!",4.9,52 students,5,Dmitrii Fokeev,Russian,Last updated 6/2022,$14.99,20 hours on-demand video,"Привет!. Меня зовут Дима. И я предлагаю вам окунуться в самые глубины создания и верстки веб сайтов!. Этот курс для тех кто уже знает основы, но хочет перейти от хорошего уровня создания сайтов к отличному. Курс для тех, кто владеет базой HTML и CSS но знает что внутри осталось еще множество техник, приемов разработки и технологий, которые используют настоящие pro девелоперы. Если это звучит знакомо, тогда этот курс для вас). Вдохните жизнь в ваши сайты с помощью современной анимации через CSS. Мы начнём с того что внесём динамики в наши сайты, то есть займёмся анимацией. Изучим как на чистом CSS анимировать кнопки, тексты и заголовки, научимся создавать анимацию карточек, создадим динамичное навигационное меню и все это без единой строчки JS кода, только чистый CSS.. В этом курсе собраны лучшие практики по адаптивному дизайну. Вы научитесь новым способам и трюкам адаптивного дизайна ваших сайтов, используете новые методы определения и записи медиа запросов и научитесь адаптировать все элементы страницы, изменяя всего лишь одно CSS свойство, что бы ваш сайт, выглядел как никогда лучше на любом мобильном устройстве. Изучите все тонкости и преимущества современных пре процессоров. Вы узнаете как ускориться в создании сайтов в несколько раз, используя по полной возможности препроцессора SASS, такие как миксины, переменные и функции.. Необходимая база по использованию NPM. Так же NPM пакеты с необходимыми каждому про разработчику плагинами внутри, дадут нам возможность создавать и оптимизировать сайты как никогда быстро и качественно .. Система контроля версий Git поможет вам в вашей разарботке. Дополнительно вы изучите необходимую базу по работе с системой контроля версий git, чтобы у вас всегда была возможность вернуться к нужной версии вашего сайта, независимо от того как сильно вы напортачили при последнем абдейте сайта). Вы сверстаете 2 современных сайта для своего портфолио. Этот курс построен на практике и разбит на небольшие видео уроки, в которых мы будем шаг за шагом создавать 2 больших современных проектах, основанных на системе float - чтобы вы могли поддерживать старые проекты и конечно на системе GRID CSS, которая позволяет создавать лейауты невероятной сложности.. И конечно, эти проекты будет не стыдно показать своим потенциальным заказчикам или будущим работодателям.. Я всегда на связи!. И будьте уверены, вы не останетесь одни, ведь после каждого небольшого урока, у вас будет возможность сравнить ваш код с моим или просто задать вопрос, ответы обычно не заставляют себя долго ждать.. Присоединяйтесь ко мне и вместе, мы изучим как то как создавать профессиональные, современные веб сайты.. До встречи на уроках!",https://www.udemy.com/course/2022-wkk/
Development > Web Development,"Aprenda a criar Landing Page com apenas PHP 8, HTML5 e CSS3",Eu vou te ensinar como criar Landing Pages do absoluto zero em poquissimo tempo e com altíssima qualidade,4.3,19 students,5,Rodrigo Luiz Barbosa de Souza,Portuguese,Last updated 7/2022,$14.99,7 hours on-demand video,"Você já tentou criar uma página na web mais não teve muito sucesso? Agora isso será resolvido.. Meu nome é Rodrigo Souza e nesse treinamento vou te ensinar de fato como criar uma landing page em tempo recorde e com altíssima qualidade, sem balela, sem aulas teóricas, sem mimimi, vou te ensinar na prática como se tornar um programador web.. Este Curso de. PHP. ,. HTML e CSS. vai te proporcionar tudo o que você precisa saber para criar sites e sistemas web incríveis e juntos vamos desenvolver a sua própria Landing page.. Neste curso cobriremos os seguintes tópicos:. 1) Aprendizado da linguagem. PHP. , além de boas práticas de programação.. 2) Aprendizado da linguagem. HTML,. utilizada para exibir elementos no browser do usuário.. 3) Aprendizado da linguagem. CSS. , onde utilizaremos o Sass para aumentar nossa produtividade no dia a dia.. Ao final deste curso de. PHP. ,. HTML e CSS. você estará pronto para criar sites modernos e completos (responsivos), poderá se diferenciar no mercado de trabalho e até mesmo começar uma nova carreira de desenvolvedor web.. O que você aprenderá. Há algum pré-requisito para o curso?. Para quem é este curso:",https://www.udemy.com/course/aprenda-a-criar-a-sua-landing-page-curso-de-php-html-e-css/
Development > Web Development,"Crea un sistema de laboratorio con php, pdo, mysql y mvc",Aprende a crear desde 0  un  de laboratorio clinico con adminlt3,4.8,50 students,5,Loguy Rodriguez Torres,Spanish,Last updated 8/2022,$14.99,17.5 hours on-demand video,"En el curso aprenderemos desde lo más basico que es limpiar una plantilla, el cual se adaptara al modelo mvc para luego proceder a crear los procesos del sistema de laborotario.. Tecnologías. PHP: PHP es un lenguaje de programación de uso general que se adapta especialmente al desarrollo web.​ Fue creado inicialmente por el programador danés-canadiense Rasmus Lerdorf en 1994.​ En la actualidad, la implementación de referencia de PHP es producida por The PHP Group.​. MySQL: MySQL es un sistema de gestión de bases de datos relacional desarrollado bajo licencia dual: Licencia pública general/Licencia comercial por Oracle Corporation y está considerada como la base de datos.. PDO: Significa Obejtos de datos de php una extensión para acceder a bases de datos. PDO permite acceder a diferentes sistema de base de datos  con un controlador específico (Mysql, SQLIte ,Oracle entre otros) mediante el cual se conecta. Independientemente del sistema utilizado, se emplearán siempre los mismos métodos, lo que hace que cambiar de uno a otro resulte más sencillo.. XAMPP: XAMPP es un paquete de software libre, que consiste principalmente en el sistema de gestión de bases de datos MySQL, el servidor web Apache y los intérpretes para lenguajes de script PHP y Perl. El nombre es en realidad un acrónimo: X, Apache, MariaDB/MySQL, PHP, Perl.. JavaScript: JavaScript es un lenguaje de programación o de secuencias de comandos que te permite implementar funciones complejas en páginas web, cada vez que una página web hace algo más que sentarse allí y mostrar información estática para que la veas, muestra oportunas actualizaciones de contenido, mapas interactivos, animación de Gráficos 2D/3D, desplazamiento de máquinas reproductoras de vídeo, etc., puedes apostar que probablemente JavaScript está involucrado. Es la tercera capa del pastel de las tecnologías web estándar, dos de las cuales (HTML y CSS) hemos cubierto con mucho más detalle en otras partes del Área de aprendizaje.",https://www.udemy.com/course/crea-un-sistema-de-laboratorio-con-php-pdo-mysql-y-mvc/
IT & Software > Other IT & Software > CSS,Curso de Fundamentos da Linguagem CSS 3,Básico,4.0,11 students,5,José de Sousa Magalhães,Portuguese,Last updated 8/2021,$14.99,1.5 hours on-demand video,"CSS3 é a segunda mais nova versão das famosas Cascading Style Sheets (ou simplesmente CSS), onde se define estilos para páginas web com efeitos de transição, imagem, e outros, que dão um estilo novo às páginas Web 2.0 em todos os aspectos de design do layout.. A principal função do CSS3 é abolir as imagens de plano de fundo, bordas arredondadas, apresentar transições e efeitos para criar animações de vários tipos, como um simples relógio de ponteiros.. Isso se deve aos novos browsers que estão chegando, com suporte à essa linguagem, como o Google Chrome, Opera, Internet Explorer 9, Safari e Mozilla Firefox. Assim, o CSS3 facilitará o trabalho dos que trabalham com web e também dos usuários, pela variedade de transformações na apresentação de um website.. Trabalhar com uma folha de estilo CSS ajuda com a vinculação de documentos para que as páginas sejam facilmente manipuladas. Basicamente, redefine a apresentação do conteúdo e indiretamente trabalha para um melhor desempenho das páginas web. Um site de conteúdo estruturado depende muito do CSS e, assim, seu papel tem grande parte no desenvolvimento, não na concepção. Usar folhas de estilo permite que uma gama de recursos de conteúdo, como fontes, estilos e cores, sejam facilmente controladas. Facilidade de carregamento Os sites desenvolvidos usando CSS carregam facilmente, oferecem rápido tempo de resposta e, portanto, a preferência do público é por eles. Esse modo de desenvolvimento possui menos layouts e por isso tende a ser mais leve e de carregamento mais rápido.",https://www.udemy.com/course/curso-de-fundamentos-da-linguagem-css-3/
Development > Web Development > JSP,Sites Administrativos com Java WEB JSP,Projeto Imobiliário,4.6,63 students,5,Hugo Vasconcelos,Portuguese,Last updated 7/2020,$14.99,7 hours on-demand video,"O curso de Site Administrativo com Java WEB JSP possui 78 aulas, neste curso você irá aprender a cadastrar recursos no banco de dados e retornar estas informações cadastradas para seu site, neste projeto imobiliário cadastramos neste módulo os corretores e os imóveis e fazemos a recuperação dos dados no site, integrando o sistema ao site, este é o terceiro curso dessa série de cursos para criação do sistema imobiliário, é aconselhável o aluno acompanhar antes os outros dois cursos.",https://www.udemy.com/course/sites-administrativos-com-java-web-jsp/
Development > Web Development,بالعربي - Start Web Development With HTML Fundamentals,Web Design for Everybody,4.7,27 students,6,Mohamed Sayed,Arabic,Last updated 8/2021,$14.99,4.5 hours on-demand video,"H. yper. t. ext. M. arkup. L. anguage (. HTML. ) is the foundation of website and web application development.. It allows you to ensure that your content is understood by both segments of your audience: the people who watch, read, or listen to your content, and the computers that display it.. This course is for beginners - no prior programming experience is necessary.. At the core of web development is a thorough knowledge of HTML.. In this course, HTML Fundamentals, you’ll learn how to build web pages. First, you’ll cover the basics of HTML markup. Next, you’ll explore lists, tables, and text. Finally, you’ll discover how to add images to your web pages. When you’re finished with this course, you’ll have a foundational knowledge of HTML that will help you as you move forward to web development.. HTML so far can be better associated with the first and third categories – something that is going to last but with advancements (means ups and downs). HTML took the web by storm in late 1993; its importance and wide applicability support its victory journey leaving rest as history.",https://www.udemy.com/course/start-web-development-with-html-fundamentals-journey/
IT & Software > Other IT & Software > Real Time Communication,"Crea un chat en vivo con Laravel, Livewire y Tailwind css",Aprende a crear un chat en tiempo real con Livewire en conjunto con Laravel y Tailwind css.,3.2,66 students,6,Jonathan Rodríguez,Spanish,Last updated 12/2020,$14.99,7 hours on-demand video,"En este curso aprenderás a desarrollar un chat en vivo con el uso de Livewire 2, un framework full-satck para Laravel que permite desarrollar interfaces dinámicas con una rapidez increíble. El chat trabajara con websockets y para eso estaremos manejando Pusher con Laravel echo.. Además, estaremos manejando el framework Tailwind css para maquetar el frontend de nuestra aplicación.. Cada paso que daremos en este curso será explicado para que cualquier persona con conocimientos básicos pueda desarrollar su propio chat.",https://www.udemy.com/course/crea-un-chat-en-vivo-con-laravel-livewire-y-tailwind-css/
Development > Web Development,Верстка и создание веб сайтов 2022 - Продвинутый уровень!,"Этот курс сделает вас настоящим ""PRO"" верстальщиком сайтов!",4.9,52 students,5,Dmitrii Fokeev,Russian,Last updated 6/2022,$14.99,20 hours on-demand video,"Привет!. Меня зовут Дима. И я предлагаю вам окунуться в самые глубины создания и верстки веб сайтов!. Этот курс для тех кто уже знает основы, но хочет перейти от хорошего уровня создания сайтов к отличному. Курс для тех, кто владеет базой HTML и CSS но знает что внутри осталось еще множество техник, приемов разработки и технологий, которые используют настоящие pro девелоперы. Если это звучит знакомо, тогда этот курс для вас). Вдохните жизнь в ваши сайты с помощью современной анимации через CSS. Мы начнём с того что внесём динамики в наши сайты, то есть займёмся анимацией. Изучим как на чистом CSS анимировать кнопки, тексты и заголовки, научимся создавать анимацию карточек, создадим динамичное навигационное меню и все это без единой строчки JS кода, только чистый CSS.. В этом курсе собраны лучшие практики по адаптивному дизайну. Вы научитесь новым способам и трюкам адаптивного дизайна ваших сайтов, используете новые методы определения и записи медиа запросов и научитесь адаптировать все элементы страницы, изменяя всего лишь одно CSS свойство, что бы ваш сайт, выглядел как никогда лучше на любом мобильном устройстве. Изучите все тонкости и преимущества современных пре процессоров. Вы узнаете как ускориться в создании сайтов в несколько раз, используя по полной возможности препроцессора SASS, такие как миксины, переменные и функции.. Необходимая база по использованию NPM. Так же NPM пакеты с необходимыми каждому про разработчику плагинами внутри, дадут нам возможность создавать и оптимизировать сайты как никогда быстро и качественно .. Система контроля версий Git поможет вам в вашей разарботке. Дополнительно вы изучите необходимую базу по работе с системой контроля версий git, чтобы у вас всегда была возможность вернуться к нужной версии вашего сайта, независимо от того как сильно вы напортачили при последнем абдейте сайта). Вы сверстаете 2 современных сайта для своего портфолио. Этот курс построен на практике и разбит на небольшие видео уроки, в которых мы будем шаг за шагом создавать 2 больших современных проектах, основанных на системе float - чтобы вы могли поддерживать старые проекты и конечно на системе GRID CSS, которая позволяет создавать лейауты невероятной сложности.. И конечно, эти проекты будет не стыдно показать своим потенциальным заказчикам или будущим работодателям.. Я всегда на связи!. И будьте уверены, вы не останетесь одни, ведь после каждого небольшого урока, у вас будет возможность сравнить ваш код с моим или просто задать вопрос, ответы обычно не заставляют себя долго ждать.. Присоединяйтесь ко мне и вместе, мы изучим как то как создавать профессиональные, современные веб сайты.. До встречи на уроках!",https://www.udemy.com/course/2022-wkk/
Development > Web Development,"Aprenda a criar Landing Page com apenas PHP 8, HTML5 e CSS3",Eu vou te ensinar como criar Landing Pages do absoluto zero em poquissimo tempo e com altíssima qualidade,4.3,19 students,5,Rodrigo Luiz Barbosa de Souza,Portuguese,Last updated 7/2022,$14.99,7 hours on-demand video,"Você já tentou criar uma página na web mais não teve muito sucesso? Agora isso será resolvido.. Meu nome é Rodrigo Souza e nesse treinamento vou te ensinar de fato como criar uma landing page em tempo recorde e com altíssima qualidade, sem balela, sem aulas teóricas, sem mimimi, vou te ensinar na prática como se tornar um programador web.. Este Curso de. PHP. ,. HTML e CSS. vai te proporcionar tudo o que você precisa saber para criar sites e sistemas web incríveis e juntos vamos desenvolver a sua própria Landing page.. Neste curso cobriremos os seguintes tópicos:. 1) Aprendizado da linguagem. PHP. , além de boas práticas de programação.. 2) Aprendizado da linguagem. HTML,. utilizada para exibir elementos no browser do usuário.. 3) Aprendizado da linguagem. CSS. , onde utilizaremos o Sass para aumentar nossa produtividade no dia a dia.. Ao final deste curso de. PHP. ,. HTML e CSS. você estará pronto para criar sites modernos e completos (responsivos), poderá se diferenciar no mercado de trabalho e até mesmo começar uma nova carreira de desenvolvedor web.. O que você aprenderá. Há algum pré-requisito para o curso?. Para quem é este curso:",https://www.udemy.com/course/aprenda-a-criar-a-sua-landing-page-curso-de-php-html-e-css/
